,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
R/Ohm,0.35406,0.23809,0.14770999999999998,0.070921,0.013984,-0.031585,-0.071225,-0.10395,-0.12925,-0.1599,-0.18258,-0.20542,-0.22841,-0.25228,-0.27884000000000003,-0.30333000000000004,-0.32949,-0.35649000000000003,-0.38371,-0.41098999999999997,-0.43771000000000004,-0.46371999999999997,-0.48993000000000003,-0.5153800000000001,-0.5401100000000001,-0.5633699999999999,-0.58329,-0.6020300000000001,-0.6146199999999999,-0.6228199999999999,-0.62566,-0.6209600000000001,-0.60841,-0.59075,-0.56335,-0.534,-0.49556000000000006,-0.45161,-0.40636,-0.35758,-0.30643000000000004,-0.25998000000000004,-0.21391,-0.17026,-0.13078,-0.099603,-0.07259,-0.050698,-0.033542,-0.021991999999999998,-0.011978,-0.010298,-0.006823,,,
R/Ohm,0.30827,0.1977,0.11275999999999999,0.03783,-0.018478,-0.06460700000000001,-0.10252,-0.134,-0.15925,-0.18814,-0.21113,-0.23373000000000002,-0.25719000000000003,-0.2819,-0.3099,-0.33616999999999997,-0.36441,-0.39494,-0.42268,-0.45393,-0.48577,-0.51567,-0.54808,-0.57916,-0.61005,-0.64058,-0.67024,-0.70285,-0.72819,-0.74974,-0.7691100000000001,-0.78269,-0.78867,-0.78769,-0.77609,-0.75837,-0.72187,-0.6794399999999999,-0.62721,-0.5634100000000001,-0.4937,-0.42328000000000005,-0.35196,-0.2863,-0.22321999999999997,-0.17147,-0.12653,-0.087113,-0.056848,-0.03596,-0.024159,-0.019180000000000003,-0.004912,,,
R/Ohm,0.35862,0.24886,0.15113,0.07779900000000001,0.01832,-0.029332999999999998,-0.06704,-0.10074,-0.12787,-0.15713,-0.18015,-0.20342000000000002,-0.22738000000000003,-0.25188,-0.2785,-0.30423,-0.33066,-0.35791,-0.38589,-0.41346000000000005,-0.4408,-0.46776999999999996,-0.49435,-0.5201100000000001,-0.5455300000000001,-0.5704100000000001,-0.59173,-0.6110800000000001,-0.6257199999999999,-0.63578,-0.63984,-0.63769,-0.62735,-0.61248,-0.58585,-0.5583199999999999,-0.52159,-0.47871,-0.43273999999999996,-0.38301,-0.32944,-0.28164,-0.23195,-0.18515,-0.14179,-0.10895,-0.080301,-0.053157,-0.034592000000000005,-0.021993000000000002,-0.015925,-0.013241999999999999,-0.0041463,,,
R/Ohm,0.34723000000000004,0.23248000000000002,0.15178,0.075151,0.021463,-0.022928,-0.059048,-0.090376,-0.11809000000000001,-0.14934,-0.1708,-0.1915,-0.21231,-0.23395,-0.2567,-0.27671,-0.29839,-0.3204,-0.34207,-0.36336,-0.38411999999999996,-0.40388,-0.42349,-0.44217,-0.45988,-0.47451000000000004,-0.48627,-0.49485,-0.49545,-0.4907,-0.4794,-0.46012,-0.43438999999999994,-0.4046,-0.37029,-0.33562,-0.29586999999999997,-0.25556,-0.21815,-0.18005,-0.14488,-0.11653,-0.090664,-0.068458,-0.050164999999999994,-0.038301,-0.02805,-0.018506,-0.011133,-0.005821,-0.0052158000000000005,-0.0070658000000000006,0.0041169,,,
R/Ohm,0.29189,0.18467,0.09977000000000001,0.028234,-0.026715,-0.070799,-0.10714000000000001,-0.13871,-0.16404000000000002,-0.19158,-0.21399,-0.23634000000000002,-0.26002,-0.285,-0.3129,-0.34,-0.36837,-0.39855999999999997,-0.42633999999999994,-0.45843,-0.49061000000000005,-0.52082,-0.55373,-0.5866899999999999,-0.61842,-0.65149,-0.68358,-0.7188399999999999,-0.74951,-0.7780199999999999,-0.80357,-0.8256899999999999,-0.84134,-0.8519,-0.8492299999999999,-0.8413799999999999,-0.81092,-0.77237,-0.7216199999999999,-0.65285,-0.57358,-0.49083000000000004,-0.40657,-0.32799,-0.25277,-0.19304000000000002,-0.13977,-0.096196,-0.06454700000000001,-0.044424,-0.026247000000000003,-0.016722,-0.010844,,,
R/Ohm,0.1824,0.10955,0.045014,-0.0069428,-0.045122,-0.083297,-0.11410999999999999,-0.13624,-0.1526,-0.16427,-0.18502000000000002,-0.20545,-0.22691,-0.24927,-0.27405,-0.29819,-0.32266999999999996,-0.34807,-0.37448000000000004,-0.40051,-0.42618999999999996,-0.45182,-0.47731999999999997,-0.50134,-0.52678,-0.5491199999999999,-0.56899,-0.5874199999999999,-0.60117,-0.60937,-0.6096699999999999,-0.60722,-0.59416,-0.57592,-0.54802,-0.51899,-0.48321000000000003,-0.43956000000000006,-0.39431,-0.34686999999999996,-0.29501,-0.25123,-0.20475,-0.16072,-0.12232,-0.092301,-0.067175,-0.044081,-0.027235000000000002,-0.017097,-0.012967,-0.01099,-0.0022566999999999995,,,
R/Ohm,0.1028,0.038313,-0.015189,-0.058535000000000004,-0.09536900000000001,-0.12615,-0.15905999999999998,-0.1845,-0.20924,-0.23426999999999998,-0.25995,-0.28889000000000004,-0.31478,-0.34313,-0.37228,-0.40066,-0.4306,-0.46093999999999996,-0.49071000000000004,-0.51939,-0.54801,-0.57844,-0.60731,-0.6341,-0.6605,-0.6825100000000001,-0.7009,-0.7148899999999999,-0.7220300000000001,-0.72117,-0.71327,-0.6937399999999999,-0.6691600000000001,-0.6322300000000001,-0.58494,-0.53247,-0.47333000000000003,-0.40894,-0.34831999999999996,-0.28664,-0.22891,-0.17668,-0.13397,-0.097318,-0.06656000000000001,-0.042982,-0.026844,-0.019747,-0.015394,-0.005649,,,,,,
R/Ohm,0.37424,0.26126,0.16990999999999998,0.087464,0.031294999999999996,-0.015994,-0.05513,-0.085965,-0.1124,-0.14737,-0.16927,-0.19143,-0.21276,-0.23467,-0.25826,-0.27983,-0.30254000000000003,-0.32572,-0.34765999999999997,-0.37082,-0.39352,-0.41458999999999996,-0.43615,-0.45711999999999997,-0.47728999999999994,-0.49468,-0.50913,-0.5233399999999999,-0.52868,-0.52767,-0.5223800000000001,-0.50795,-0.48765,-0.46198999999999996,-0.43098000000000003,-0.3979,-0.35583000000000004,-0.31481,-0.27407,-0.2313,-0.18964,-0.15438,-0.121,-0.09475900000000001,-0.06943300000000001,-0.052224,-0.038239999999999996,-0.02452,-0.01441,-0.010503,-0.0065539000000000005,-0.0049518,-0.00020919,,,
R/Ohm,0.14805,0.079644,0.030682,-0.016096,-0.053433,-0.090074,-0.12531,-0.15175999999999998,-0.1798,-0.2074,-0.23485999999999999,-0.26250999999999997,-0.28883000000000003,-0.31688,-0.3473,-0.37169,-0.39825,-0.42415,-0.44628,-0.47489,-0.50235,-0.52164,-0.54346,-0.56414,-0.5854,-0.60116,-0.61338,-0.62051,-0.62212,-0.6174,-0.60658,-0.5867899999999999,-0.56011,-0.52875,-0.48783000000000004,-0.44004,-0.38644,-0.33379000000000003,-0.28481999999999996,-0.23374,-0.19180999999999998,-0.15068,-0.1139,-0.083702,-0.062312,-0.048491,-0.03003,-0.018744999999999998,-0.016959000000000002,-0.004077,,,,,,
R/Ohm,0.42803,0.27449,0.15165,0.066311,0.0019119,-0.052502999999999994,-0.09346499999999999,-0.13433,-0.16502999999999998,-0.19309,-0.22199000000000002,-0.25129,-0.27898,-0.30864,-0.33791,-0.36694,-0.39482,-0.4209,-0.44623999999999997,-0.47105,-0.49071000000000004,-0.50794,-0.51608,-0.51427,-0.50373,-0.4818,-0.44919,-0.41046000000000005,-0.37262,-0.31993,-0.26876,-0.22119,-0.17244,-0.13507,-0.1001,-0.07115,-0.050115,-0.037022,-0.023607,-0.013569,-0.0089682,-0.0048632,-0.0049343,-0.00010882,,,,,,,,,,,,
R/Ohm,0.067362,0.0072712,-0.041863,-0.075883,-0.11059000000000001,-0.13835999999999998,-0.16615,-0.19043,-0.21293,-0.23759,-0.26254,-0.2905,-0.31695,-0.34435,-0.37282,-0.40265,-0.43199,-0.46063000000000004,-0.48958999999999997,-0.51827,-0.54638,-0.5753,-0.6015699999999999,-0.6269,-0.65061,-0.6709,-0.6874,-0.69953,-0.70472,-0.7034199999999999,-0.6946899999999999,-0.6754399999999999,-0.65145,-0.61505,-0.56962,-0.51822,-0.46213000000000004,-0.39916999999999997,-0.34199,-0.28331,-0.22618000000000002,-0.17521,-0.13494,-0.10032,-0.06976900000000001,-0.046567000000000004,-0.032549,-0.019196,-0.013125,-0.0099302,,,,,,
R/Ohm,0.092331,0.025733,-0.029450999999999998,-0.070289,-0.10785,-0.13782,-0.17195,-0.19773,-0.22250999999999999,-0.24669000000000002,-0.27259,-0.30159,-0.32694,-0.35625,-0.38750999999999997,-0.41841999999999996,-0.44993,-0.48128999999999994,-0.51213,-0.54359,-0.57609,-0.6059399999999999,-0.63673,-0.66635,-0.69802,-0.72341,-0.7458199999999999,-0.7650899999999999,-0.7789699999999999,-0.7833,-0.78142,-0.76915,-0.7488600000000001,-0.70977,-0.66384,-0.60924,-0.54418,-0.47229,-0.40276999999999996,-0.33171999999999996,-0.26605999999999996,-0.20455,-0.15591,-0.1148,-0.078431,-0.051934,-0.036058,-0.025016999999999998,-0.011437000000000001,-0.013446000000000001,,,,,,
R/Ohm,0.080252,0.020415,-0.03211,-0.072372,-0.10620999999999998,-0.13492,-0.1636,-0.18821,-0.21244000000000002,-0.23726,-0.26291,-0.29123000000000004,-0.31851999999999997,-0.34638,-0.37519,-0.40585,-0.43523,-0.46436000000000005,-0.49386,-0.52308,-0.5514899999999999,-0.58119,-0.60822,-0.6330600000000001,-0.65764,-0.67799,-0.69526,-0.70695,-0.71327,-0.71155,-0.7035899999999999,-0.68335,-0.65899,-0.62438,-0.57693,-0.52693,-0.46974,-0.40771,-0.3505,-0.29075,-0.23295,-0.18188,-0.14045,-0.10378,-0.073895,-0.049065,-0.032159,-0.019318000000000002,-0.014731999999999999,-0.008633400000000001,,,,,,
R/Ohm,0.37176,0.25503000000000003,0.1677,0.09573,0.034781,-0.008296,-0.052038,-0.08114500000000001,-0.10849,-0.14015999999999998,-0.16427,-0.18802,-0.20828000000000002,-0.23051999999999997,-0.25237,-0.27374,-0.29541999999999996,-0.31726,-0.3389,-0.36046999999999996,-0.38125,-0.40221999999999997,-0.42367,-0.44285,-0.46456000000000003,-0.48167,-0.49588000000000004,-0.5079600000000001,-0.51213,-0.5099199999999999,-0.49915,-0.48071,-0.4546,-0.42078999999999994,-0.3808,-0.33942,-0.30003,-0.25329,-0.21083000000000002,-0.17287,-0.13635999999999998,-0.11030999999999999,-0.083941,-0.061336,-0.044637,-0.033558,-0.025421,-0.015985,-0.0086979,-0.005285,-0.0045515,-0.006678399999999999,0.0037213999999999997,,,
R/Ohm,0.017421000000000002,-0.039963,-0.075941,-0.11379,-0.13562000000000002,-0.16505,-0.19402,-0.20775,-0.23237,-0.25775,-0.28181999999999996,-0.3116,-0.3353,-0.36812,-0.39287,-0.42823,-0.45783999999999997,-0.48916000000000004,-0.51751,-0.5514100000000001,-0.58286,-0.61628,-0.64632,-0.67747,-0.7088399999999999,-0.73685,-0.76248,-0.78628,-0.80367,-0.8147300000000001,-0.81916,-0.81101,-0.79791,-0.76689,-0.72319,-0.66932,-0.60451,-0.52845,-0.45398,-0.37671,-0.30201,-0.23390999999999998,-0.17945,-0.13141,-0.092072,-0.061035,-0.042727999999999995,-0.027547000000000002,-0.013743,-0.013956,-0.012768,,,,,
R/Ohm,0.018931,-0.03234,-0.067618,-0.079076,-0.11068,-0.13892000000000002,-0.16513,-0.18871,-0.21055,-0.2351,-0.2599,-0.28701,-0.313,-0.33987,-0.36788000000000004,-0.39688,-0.42505,-0.45315,-0.48188000000000003,-0.50832,-0.53489,-0.56204,-0.58637,-0.608,-0.62846,-0.64336,-0.65382,-0.65914,-0.65761,-0.64922,-0.63267,-0.6104,-0.58185,-0.54427,-0.50359,-0.45587,-0.40531,-0.34902,-0.29969,-0.24786999999999998,-0.19743,-0.15275,-0.11653,-0.086213,-0.057708,-0.037689999999999994,-0.024523,-0.017958000000000002,-0.013241,-0.008373899999999998,,,,,,
R/Ohm,0.36271,0.24355,0.15233,0.07739299999999999,0.014613999999999999,-0.02829,-0.07028,-0.10400999999999999,-0.13035,-0.15837,-0.1817,-0.20594,-0.22981999999999997,-0.25448000000000004,-0.28094,-0.30788000000000004,-0.3345,-0.36214,-0.38992,-0.41781,-0.44572,-0.47376999999999997,-0.49942,-0.5252600000000001,-0.55267,-0.57524,-0.59667,-0.61645,-0.6301399999999999,-0.64003,-0.6419199999999999,-0.6392100000000001,-0.62934,-0.6126699999999999,-0.58526,-0.55485,-0.51548,-0.46829,-0.42068,-0.36963,-0.31589,-0.2673,-0.21938000000000002,-0.17228,-0.13226,-0.10079,-0.07268200000000001,-0.048686,-0.032764999999999996,-0.022548,-0.016030000000000003,-0.006766299999999999,-0.011126,,,
R/Ohm,0.11596,0.06829299999999999,0.025605000000000003,-0.011493999999999999,-0.04286,-0.0721,-0.098577,-0.12064000000000001,-0.14228,-0.16585,-0.18473,-0.20390999999999998,-0.22405999999999998,-0.24513000000000001,-0.26705999999999996,-0.289,-0.31249,-0.33676,-0.36057,-0.38566999999999996,-0.4106,-0.43453,-0.459,-0.48262,-0.50578,-0.52698,-0.54651,-0.56665,-0.5787100000000001,-0.5855,-0.5869,-0.57748,-0.56166,-0.54086,-0.5108199999999999,-0.47576,-0.44016000000000005,-0.3963,-0.34865999999999997,-0.29846999999999996,-0.25075,-0.21004,-0.1678,-0.13792000000000001,-0.10305,-0.076431,-0.054501999999999995,-0.041262,-0.031935000000000005,-0.019225,-0.014884,-0.013849,-0.0051784,,,
R/Ohm,0.048813,-0.0040955,-0.05190499999999999,-0.086503,-0.1174,-0.1423,-0.16977,-0.19275,-0.21531999999999998,-0.23897,-0.26337,-0.29111,-0.31698000000000004,-0.34478000000000003,-0.37276,-0.40169,-0.43086,-0.45958999999999994,-0.48846999999999996,-0.517,-0.545,-0.57334,-0.59969,-0.62427,-0.64818,-0.6678,-0.6825899999999999,-0.69307,-0.69753,-0.6937,-0.68395,-0.6613899999999999,-0.63622,-0.59988,-0.55305,-0.50279,-0.44659,-0.38616999999999996,-0.33105,-0.27351,-0.21865,-0.16994,-0.13014,-0.096425,-0.06686399999999999,-0.044794,-0.028776999999999997,-0.018318,-0.014877000000000001,-0.003092,,,,,,
R/Ohm,0.40476,0.286,0.19852,0.11252999999999999,0.052837,0.0017069000000000003,-0.0386,-0.07307999999999999,-0.10415999999999999,-0.13527999999999998,-0.16183,-0.18747,-0.21238,-0.23813,-0.26569,-0.29041999999999996,-0.31690999999999997,-0.34375,-0.37038000000000004,-0.3969,-0.4229,-0.44809,-0.47417,-0.49898000000000003,-0.5250600000000001,-0.5504,-0.57458,-0.60063,-0.62145,-0.64181,-0.65861,-0.6712600000000001,-0.6773399999999999,-0.67761,-0.66805,-0.6535,-0.6289600000000001,-0.58649,-0.54037,-0.48257,-0.41848,-0.35454,-0.29041,-0.22985999999999998,-0.17663,-0.13322,-0.096981,-0.064864,-0.04111,-0.025506,-0.017405,-0.012457,-0.004862600000000001,,,
R/Ohm,0.010681999999999999,-0.030262,-0.073133,-0.095575,-0.11962,-0.15179,-0.16119,-0.18427000000000002,-0.20576999999999998,-0.22930999999999999,-0.25288,-0.27871999999999997,-0.30367,-0.33025,-0.35624,-0.38351999999999997,-0.41026,-0.43688,-0.46328,-0.4887,-0.51372,-0.53933,-0.5614600000000001,-0.5808300000000001,-0.59848,-0.61128,-0.61835,-0.62179,-0.61482,-0.60224,-0.58629,-0.55866,-0.5283899999999999,-0.49158,-0.45083,-0.40502,-0.35719,-0.30576,-0.26056999999999997,-0.21438000000000001,-0.16852,-0.12913,-0.097505,-0.07188,-0.046665,-0.029595999999999997,-0.019615,-0.015772,-0.009403299999999998,-0.0054381,,,,,,
R/Ohm,0.01618,-0.039021,-0.075847,-0.11102000000000001,-0.13656,-0.16334,-0.1894,-0.21286,-0.23728000000000002,-0.25521,-0.28102,-0.30607,-0.33282,-0.36688000000000004,-0.38848,-0.42493000000000003,-0.45487,-0.48663,-0.52084,-0.54798,-0.58343,-0.6122,-0.64167,-0.66911,-0.69914,-0.7226199999999999,-0.74644,-0.7648699999999999,-0.77759,-0.78225,-0.78136,-0.76804,-0.74637,-0.71,-0.66294,-0.6099899999999999,-0.54497,-0.47358,-0.40504,-0.3351,-0.26642,-0.20524,-0.15636,-0.11382,-0.076811,-0.050710000000000005,-0.0346,-0.025712,-0.011753,-0.013779,,,,,,
R/Ohm,0.32183,0.22173,0.13764,0.05775,0.009067,-0.038057,-0.070029,-0.098824,-0.12534,-0.14593,-0.16827999999999999,-0.19088,-0.21193,-0.23453000000000002,-0.2594,-0.27941,-0.30309,-0.32726,-0.35136999999999996,-0.37485,-0.3981,-0.41968999999999995,-0.4416,-0.46311,-0.48413,-0.50173,-0.51672,-0.53065,-0.5363100000000001,-0.5368,-0.5330199999999999,-0.51917,-0.50012,-0.47621,-0.44446,-0.41288,-0.37555,-0.3332,-0.29167,-0.25025,-0.2072,-0.17138,-0.13652999999999998,-0.10425,-0.07735299999999999,-0.058414,-0.042554,-0.026927,-0.01714,-0.0097086,-0.0065578,-0.007258199999999999,0.0011042,,,
R/Ohm,0.0033685000000000004,-0.044397000000000006,-0.083243,-0.11565999999999999,-0.14239000000000002,-0.16522,-0.19125,-0.21241999999999997,-0.23310999999999998,-0.25533,-0.27934000000000003,-0.30622,-0.33185,-0.35952,-0.38838,-0.41928999999999994,-0.44913000000000003,-0.47946000000000005,-0.50968,-0.5406,-0.57114,-0.60256,-0.63259,-0.66132,-0.68994,-0.71434,-0.7368100000000001,-0.75636,-0.7689199999999999,-0.77535,-0.77389,-0.76032,-0.74193,-0.71137,-0.66627,-0.61303,-0.55003,-0.47807,-0.41097,-0.34213000000000005,-0.27297,-0.21208000000000002,-0.1625,-0.11964000000000001,-0.082992,-0.052176,-0.034397000000000004,-0.021814,-0.016503999999999998,-0.0046217,,,,,,
R/Ohm,0.073162,0.015218,-0.034616,-0.074541,-0.10740999999999999,-0.13483,-0.16335999999999998,-0.18795,-0.211,-0.23595,-0.26086,-0.28852,-0.315,-0.34242,-0.37061,-0.39984000000000003,-0.42915,-0.45779,-0.48646000000000006,-0.5151,-0.54274,-0.57158,-0.59743,-0.62256,-0.6472,-0.6656,-0.68208,-0.69248,-0.69626,-0.69381,-0.68284,-0.66295,-0.63802,-0.60269,-0.55689,-0.50748,-0.45253000000000004,-0.39192,-0.33549,-0.27778,-0.22276999999999997,-0.17324,-0.13373,-0.099176,-0.069293,-0.046232,-0.028981,-0.018389,-0.015637,-0.0048267,,,,,,
R/Ohm,0.07706,0.16169,0.25211999999999996,0.36409,0.25833,0.15746,0.08185,0.022787,-0.022686,-0.061278,-0.088871,-0.11818,-0.14048,-0.16417,-0.18685,-0.20834,-0.2313,-0.2557,-0.2756,-0.29859,-0.32189,-0.34593,-0.36811,-0.38965,-0.41013999999999995,-0.43032,-0.44948999999999995,-0.46783,-0.4824,-0.49462,-0.50463,-0.50665,-0.50161,-0.49194,-0.47479,-0.45228,-0.42208,-0.38989,-0.35552,-0.31928,-0.27657,-0.238,-0.20008,-0.16152,-0.1312,-0.10253,-0.07700499999999999,-0.055934000000000005,-0.042818,-0.030451,-0.020677,-0.011934,-0.0083415,-0.0044547,-0.004357100000000001,-0.0022792
R/Ohm,0.23343000000000003,0.13496,0.060489999999999995,-0.009506,-0.054703999999999996,-0.098071,-0.13027,-0.15827,-0.18153,-0.20845999999999998,-0.22951,-0.24889,-0.27155,-0.29632,-0.32343,-0.34908,-0.37856999999999996,-0.40888,-0.43923999999999996,-0.47181000000000006,-0.50434,-0.53525,-0.56975,-0.6040300000000001,-0.63832,-0.6704600000000001,-0.70421,-0.73825,-0.77073,-0.7995399999999999,-0.8282,-0.85293,-0.8703700000000001,-0.8805700000000001,-0.88121,-0.8735700000000001,-0.8477299999999999,-0.8074,-0.7538600000000001,-0.68372,-0.6006100000000001,-0.51648,-0.42668,-0.33857,-0.26109,-0.19766,-0.1438,-0.097961,-0.064601,-0.045075,-0.028756,-0.016002000000000002,-0.01524,,,
R/Ohm,0.076687,0.011281,-0.033847,-0.066666,-0.10403,-0.12717,-0.1459,-0.17029,-0.1947,-0.2194,-0.24409,-0.27157,-0.29673,-0.323,-0.34996,-0.3778,-0.40465,-0.4311,-0.4573,-0.4835,-0.50847,-0.5341100000000001,-0.5571,-0.5777899999999999,-0.5961,-0.60965,-0.61921,-0.62287,-0.61839,-0.6077100000000001,-0.59163,-0.56443,-0.53576,-0.50132,-0.45697,-0.41176999999999997,-0.36336,-0.31185,-0.26596,-0.21946,-0.17315999999999998,-0.13294,-0.10214,-0.07562,-0.050522000000000004,-0.031826,-0.019808000000000003,-0.013733,-0.011765000000000001,-0.0021475,,,,,,
R/Ohm,0.27645,0.16957,0.087604,0.015546,-0.035602999999999996,-0.07995,-0.1158,-0.14482,-0.17095,-0.19835999999999998,-0.22063000000000002,-0.24304,-0.26439,-0.29322,-0.31728,-0.34615999999999997,-0.37435,-0.40565999999999997,-0.43696,-0.46881000000000006,-0.50185,-0.5363899999999999,-0.56688,-0.60113,-0.63612,-0.66683,-0.70002,-0.73405,-0.76415,-0.7934,-0.8167,-0.84191,-0.8571200000000001,-0.86388,-0.86295,-0.85457,-0.83434,-0.7930699999999999,-0.74162,-0.67673,-0.59816,-0.5181600000000001,-0.43177,-0.34743,-0.26888,-0.20423,-0.14909,-0.10167000000000001,-0.064372,-0.041395,-0.028635,-0.020559,-0.0082979,,,
R/Ohm,0.34371999999999997,0.22846,0.15349000000000002,0.069229,0.014969999999999999,-0.028966000000000002,-0.065703,-0.09562799999999999,-0.12174000000000001,-0.15392,-0.17518,-0.19585999999999998,-0.21698,-0.23864000000000002,-0.26243,-0.2827,-0.30595,-0.32928,-0.35135,-0.37496,-0.39749,-0.41881,-0.4409,-0.46252,-0.48212,-0.5007199999999999,-0.51575,-0.52977,-0.5361600000000001,-0.53674,-0.53093,-0.5177,-0.49838000000000005,-0.47281999999999996,-0.44227,-0.40983,-0.36829,-0.32572,-0.28441,-0.2408,-0.19848,-0.16168,-0.12807000000000002,-0.099732,-0.07362300000000001,-0.055166,-0.040359,-0.026356,-0.016128,-0.011068000000000001,-0.006236,-0.0056076,-0.00223,,,
